source_family,source_path,source_table,native_geography,status,rows,columns,key_columns_detected,output_csv,output_parquet,parquet_status,reason,caveat
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50702_fremantle_2021_22.csv,aihw_regional_profiles_sa3_50702_fremantle_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50703_kwinana_2021_22.csv,aihw_regional_profiles_sa3_50703_kwinana_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50704_melville_2021_22.csv,aihw_regional_profiles_sa3_50704_melville_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50705_rockingham_2021_22.csv,aihw_regional_profiles_sa3_50705_rockingham_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50901_albany_2021_22.csv,aihw_regional_profiles_sa3_50901_albany_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50902_wheat_belt_north_2021_22.csv,aihw_regional_profiles_sa3_50902_wheat_belt_north_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50903_wheat_belt_south_2021_22.csv,aihw_regional_profiles_sa3_50903_wheat_belt_south_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51001_kimberley_2021_22.csv,aihw_regional_profiles_sa3_51001_kimberley_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51002_east_pilbara_2021_22.csv,aihw_regional_profiles_sa3_51002_east_pilbara_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51003_west_pilbara_2021_22.csv,aihw_regional_profiles_sa3_51003_west_pilbara_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51101_esperance_2021_22.csv,aihw_regional_profiles_sa3_51101_esperance_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51102_gascoyne_2021_22.csv,aihw_regional_profiles_sa3_51102_gascoyne_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51103_goldfields_2021_22.csv,aihw_regional_profiles_sa3_51103_goldfields_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51104_mid_west_2021_22.csv,aihw_regional_profiles_sa3_51104_mid_west_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60101_brighton_2021_22.csv,aihw_regional_profiles_sa3_60101_brighton_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60102_hobart_north_east_2021_22.csv,aihw_regional_profiles_sa3_60102_hobart_north_east_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60103_hobart_north_west_2021_22.csv,aihw_regional_profiles_sa3_60103_hobart_north_west_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60104_hobart_south_and_west_2021_22.csv,aihw_regional_profiles_sa3_60104_hobart_south_and_west_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60105_hobart_inner_2021_22.csv,aihw_regional_profiles_sa3_60105_hobart_inner_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60106_sorell_dodges_ferry_2021_22.csv,aihw_regional_profiles_sa3_60106_sorell_dodges_ferry_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60201_launceston_2021_22.csv,aihw_regional_profiles_sa3_60201_launceston_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60202_meander_valley_west_tamar_2021_22.csv,aihw_regional_profiles_sa3_60202_meander_valley_west_tamar_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60203_north_east_2021_22.csv,aihw_regional_profiles_sa3_60203_north_east_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60301_central_highlands_tas_2021_22.csv,aihw_regional_profiles_sa3_60301_central_highlands_tas_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60302_huon_bruny_island_2021_22.csv,aihw_regional_profiles_sa3_60302_huon_bruny_island_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60303_south_east_coast_2021_22.csv,aihw_regional_profiles_sa3_60303_south_east_coast_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60401_burnie_ulverstone_2021_22.csv,aihw_regional_profiles_sa3_60401_burnie_ulverstone_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60402_devonport_2021_22.csv,aihw_regional_profiles_sa3_60402_devonport_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_60403_west_coast_2021_22.csv,aihw_regional_profiles_sa3_60403_west_coast_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_70101_darwin_city_2021_22.csv,aihw_regional_profiles_sa3_70101_darwin_city_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_70102_darwin_suburbs_2021_22.csv,aihw_regional_profiles_sa3_70102_darwin_suburbs_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_70103_litchfield_2021_22.csv,aihw_regional_profiles_sa3_70103_litchfield_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_70104_palmerston_2021_22.csv,aihw_regional_profiles_sa3_70104_palmerston_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_70201_alice_springs_2021_22.csv,aihw_regional_profiles_sa3_70201_alice_springs_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
aihw_regional_profiles_sa3,data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_70202_barkly_2021_22.csv,aihw_regional_profiles_sa3_70202_barkly_2021_22.csv,hold,held_already_processed_regional_profile_extract,0,0,,,,,individual Tableau extract; use processed SA3 AIHW source table,Held during automated native processing; review manually if needed.
